id,date,timestamp,title,decision,rationale,affects_issues
G-016,2026-07-26,2026-07-26 17:37:00,Ei sub-issueita projektinhallinnassa,GitHub sub-issue -hierarkiaa ei käytetä missään projektin repositoriossa projektinhallintaan. Issueiden väliset riippuvuudet ilmaistaan tekstinä issue-kuvauksessa (Liittyy / Esiehdot -osiot) ja blokkaus mainitaan suoraan acceptance criteriassa.,"Sub-issueista ei ole arvoa tämän kokoisessa projektissa: riippuvuudet ovat nähtävissä tekstistä, hierarkia ei anna GitHub Projects -näkymässä lisäarvoa, ja sub-issue-ketjut kasvattavat hallintakuormaa suhteessa tiimin kokoon. Linkkaus tekstissä on riittävä ja koneluettava (GitHub linkittää automaattisesti issue-numerot). Päätös kattaa kaikki uutisseuranta-organisaation repositoriot.",DECISION_LOG.csv
L-001,2026-07-04,2026-07-04 12:00:00,Local-first state,Use localStorage for preferences and keep UI stateless relative to database cloud storage,Prevents Firebase database lock-in and complies with serverless architecture guidelines,USER_PATHS.md;TECHNICAL_DESIGN.md
L-002,2026-07-04,2026-07-04 12:00:00,Teal-Magenta design system,Replace red palette and Cabinet/Satoshi typography with Teal-Magenta palette and Comfortaa/Muli,Establishes the uutisseuranta brand identity and improves typography readability,DESIGN_GUIDELINES.md
L-003,2026-07-04,2026-07-04 12:00:00,ActivityStreams 2.0,Adopt W3C ActivityStreams 2.0 JSON-LD format for feed semantic markup,Enables future federated and activity-based social features,STANDARDS.md;USER_PATHS.md
L-004,2026-07-04,2026-07-04 12:00:00,WCAG 2.1 AA Compliance,Enforce WCAG 2.1 AA contrast and keyboard accessibility on all widgets,Ensures the interface is accessible for civic-tech usability compliance,STANDARDS.md
L-005,2026-07-04,2026-07-04 12:00:00,Poista redundantti GitHub-linkki,Poistettiin GitHub-linkki ylänavigaatiosta,Yksinkertaistaa navigaatiota ja poistaa tarpeettoman toiston linkin löyttyessä jo footerista,
L-006,2026-07-04,2026-07-04 12:00:00,Hybrid localStorage + Firestore preferensseille,Toteutettiin preferenssit kaksitasoisena tallennuksena localStoragella ja Firestorella,Takaa nopean vasteen ja offline-toimivuuden sekä monilaitesynkronoinnin kirjautuneille,
L-007,2026-07-04,2026-07-04 12:00:00,Välitön teemanvaihto ja FOUC-esto,Toteutettiin FOUC-estoskripti head-osioon ja välitön inline-klikkaaja index.html-tiedostoon,Estää vaalean teeman välähdyksen tummassa tilassa ja mahdollistaa välittömän klikkauspalautteen ennen moduulien latautumista,
L-008,2026-07-26,2026-07-26 20:39:00,localStorage-persistointipäätös,Käytetään localStoragea (Vaihtoehto A) ainoana paikallisena preferenssien tallennuksena MVP-vaiheessa ja rajoitetaan seen_ artikkelien määrä 1000:een FIFO-siivouksella,Laitteiden välinen synkronointi ei ole kriittinen MVP:ssä ja Firestore offline -monimutkaisuus halutaan välttää. 1000 artikkelin raja estää localStoragen täyttymisen.,#23;#56
L-009,2026-07-26,2026-07-26 20:39:00,Vite-pakkaajan käyttöönotto,Otetaan käyttöön Vite-build ja npm-paketinhallinta tuotanto-scopessa,Mahdollistaa tree-shakingin (erityisesti Firebase SDK:lle), koodin osittamisen, CSS-minifioinnin ja vite-plugin-pwa (Workbox) integroinnin.,#17;#62
L-010,2026-07-26,2026-07-26 20:39:00,Erilliset reaktiolaskurit,Näytetään erilliset laskurit (Samaa mieltä / Eri mieltä) nettokertymän sijaan,Nettolaskuri ohjaa voimakkaasti ensivaikutelman suuntaan (bandwagon-harha) kun taas erilliset äänet tukevat kriittistä ajattelua.,#20
L-011,2026-07-26,2026-07-26 20:39:00,PWA-caching ja päivityskehote,Käytetään Network First -strategiaa uutisdatalle ja Stale-While-Revalidate -strategiaa kuville. SW-päivitykset vaativat käyttäjän katselmointivahvistuksen.,Uutiset vanhentuvat nopeasti joten cachen pitää olla Network First. SW skipWaiting ilman käyttäjäkuittausta aiheuttaa vanhan version jumiutumisen selaimessa.,#19
L-012,2026-07-26,2026-07-26 20:39:00,GDPR-poistojärjestys client-sidellä,Firestore-dokumentti poistetaan ensin ja Firebase Auth -tunnus poistetaan vasta tämän jälkeen onnistuneen Firestore-poiston varmistuttua,Jos Auth poistetaan ensin, käyttäjällä ei ole enää oikeutta (Rules) poistaa Firestore-preferenssidokumenttiaan ja kantaan jäisi orpoja dokumentteja.,#49
L-013,2026-07-26,2026-07-26 20:39:00,Native CSS Nesting ja Cascade Layers,CSS siirretään käyttämään natiivia nestausta ja @layer Cascade Layers -sääntöjä (reset; tokens; components; utilities),Natiivit ominaisuudet ovat laajasti tuettuja eikä esikääntäjiä (kuten Sass) tarvita. utilities-layerin sijoittaminen viimeiseksi korjaa CSS-prioriteettiongelmat.,#18
L-014,2026-07-26,2026-07-26 21:50:00,CSP style-src 'unsafe-inline' sallittu,Tyylien inline-määritelmät ('unsafe-inline') sallitaan väliaikaisesti style-src-säännössä,Vite-kehitysympäristön HMR-tyylit ja index.html-sivun dynaamiset inline-tyylimääritelmät vaativat unsafe-inline -säännön. Koodi puhdistetaan täysin ulkoisiin luokkiin myöhemmin.,#65
L-015,2026-07-27,2026-07-27 21:00:00,Terraform-tiedostojen siirto juureen,Siirretty Terraform-infrastruktuuritiedostot alikansiosta suoraan juureen päätöksen G-001 mukaisesti.,Flat-kansiorakenne juuritilassa poistaa tarpeettoman nestingin ja chdir-kutsut buildiputkessa.,#63
L-016,2026-07-28,2026-07-28 00:56:00,Google Workspace / Google Chat -sähköpostiautocomplete ja -validointi,Käytetään sähköpostikutsuissa (@mention / Issue #14) Google Chat Add-on / Google Card Service -tekniikan valmiita elementtejä (TextInput ja inputType: EMAIL sekä autoCompleteAction) muiden Gmail-osoitteiden hakemiseen ja validointiin.,Google huolehtii tietoturvasta, luvista ja käyttöehdoista omassa widgetissään. Kirjautunut käyttäjä näkee vain ne osoitteet, joihin hänellä on valmiiksi pääsy (omat kontaktit), mikä poistaa tarpeen ylläpitää omaa tietosuojatonta sähköpostihakemistoa.,#14
L-017,2026-07-28,2026-07-28 05:05:00,Reaktiopainikkeet 1-tason kommenteissa,Sijoitetaan Samaa mieltä / Eri mieltä -reaktiopainikkeet ensimmäisen tason kommentteihin artikkelikortin sijaan,D-CENT-deliberaatiomallissa käyttäjät ottavat kantaa uutisesta esitettyihin kommentteihin ja puheenvuoroihin. Artikkelikortissa säilytetään vain kommenttiosion laskuri ja avaustoiminto.,#11
G-017,2026-07-28,2026-07-28 13:15:00,Ei paikallista datan ajoa tai mockeja (Selvennetty),Rikastustyötä tai muuta aineistodataa ei ajeta lokaalisti eikä testata mockeilla. Kaikki muutokset on testattava suorittamalla todellinen Cloud Run / BigQuery-ajo pilvessä ennen PR-hyväksyntää. Paikallista mockausta saa käyttää ainoastaan yksittäisen metodin (kuten parserin) deterministiseen yksikkötestaukseen.,"Aineiston paikallinen mock-ajo piilottaa pilviympäristön todelliset IAM-oikeusongelmat; WIF-rajat ja integraatiovirheet (kuten deploy-rollbackit); mikä johtaa toimimattomiin tuotantojulkaisuihin.",#126



